,from_date,zip_code,offense_society,offense_person,offense_property,offense_other,dv,firearm,offense_total,year,month,quarter,zip,city,population,unemployment_rate,house_price_index,per_cap_income,new_priv_housing
318,2010-07-01,64109,50,48,147,20,20,26,265,2010,7,3,64109,Kansas City,459946,8.6,166.18,40874,167.0
319,2010-07-01,64110,43,31,192,47,10,23,313,2010,7,3,64110,Kansas City,459946,8.6,166.18,40874,167.0
320,2010-07-01,64111,40,57,220,17,9,18,334,2010,7,3,64111,Kansas City,459946,8.6,166.18,40874,167.0
321,2010-07-01,64112,3,3,55,0,3,0,61,2010,7,3,64112,Kansas City,459946,8.6,166.18,40874,167.0
322,2010-07-01,64113,2,2,49,4,1,0,57,2010,7,3,64113,Kansas City,459946,8.6,166.18,40874,167.0
323,2010-07-01,64114,12,12,156,2,2,2,182,2010,7,3,64114,Kansas City,459946,8.6,166.18,40874,167.0
324,2010-07-01,64116,16,3,39,1,11,1,59,2010,7,3,64116,Kansas City,459946,8.6,166.18,40874,167.0
325,2010-07-01,64117,19,11,61,1,6,21,92,2010,7,3,64117,Kansas City,459946,8.6,166.18,40874,167.0
326,2010-07-01,64118,30,25,131,1,29,3,187,2010,7,3,64118,Kansas City,459946,8.6,166.18,40874,167.0
327,2010-07-01,64119,25,14,58,0,16,9,97,2010,7,3,64119,Kansas City,459946,8.6,166.18,40874,167.0
328,2010-07-01,64120,3,1,27,2,1,0,33,2010,7,3,64120,Kansas City,459946,8.6,166.18,40874,167.0
329,2010-07-01,64121,2,1,2,1,0,0,6,2010,7,3,64121,Kansas City,459946,8.6,166.18,40874,167.0
330,2010-07-01,64123,36,15,100,15,20,9,166,2010,7,3,64123,Kansas City,459946,8.6,166.18,40874,167.0
331,2010-07-01,64124,38,15,96,19,11,22,168,2010,7,3,64124,Kansas City,459946,8.6,166.18,40874,167.0
332,2010-07-01,64125,8,3,29,2,4,2,42,2010,7,3,64125,Kansas City,459946,8.6,166.18,40874,167.0
333,2010-07-01,64126,12,7,38,13,3,10,70,2010,7,3,64126,Kansas City,459946,8.6,166.18,40874,167.0
334,2010-07-01,64127,133,78,217,47,40,51,475,2010,7,3,64127,Kansas City,459946,8.6,166.18,40874,167.0
335,2010-07-01,64128,39,29,116,11,18,21,195,2010,7,3,64128,Kansas City,459946,8.6,166.18,40874,167.0
336,2010-07-01,64129,20,8,74,6,6,3,108,2010,7,3,64129,Kansas City,459946,8.6,166.18,40874,167.0
337,2010-07-01,64130,155,60,340,82,68,41,637,2010,7,3,64130,Kansas City,459946,8.6,166.18,40874,167.0
338,2010-07-01,64131,47,10,158,5,23,10,220,2010,7,3,64131,Kansas City,459946,8.6,166.18,40874,167.0
339,2010-07-01,64132,53,16,135,12,32,19,216,2010,7,3,64132,Kansas City,459946,8.6,166.18,40874,167.0
340,2010-07-01,64133,42,16,145,16,13,4,219,2010,7,3,64133,Kansas City,459946,8.6,166.18,40874,167.0
341,2010-07-01,64134,74,33,187,43,17,7,337,2010,7,3,64134,Kansas City,459946,8.6,166.18,40874,167.0
342,2010-07-01,64136,0,0,3,0,0,0,3,2010,7,3,64136,Kansas City,459946,8.6,166.18,40874,167.0
343,2010-07-01,64137,11,5,44,4,4,0,64,2010,7,3,64137,Kansas City,459946,8.6,166.18,40874,167.0
344,2010-07-01,64138,27,18,71,13,8,8,129,2010,7,3,64138,Kansas City,459946,8.6,166.18,40874,167.0
345,2010-07-01,64139,0,2,8,0,0,0,10,2010,7,3,64139,Kansas City,459946,8.6,166.18,40874,167.0
346,2010-07-01,64141,0,0,1,0,0,0,1,2010,7,3,64141,Kansas City,459946,8.6,166.18,40874,167.0
347,2010-07-01,64145,2,1,28,6,0,0,37,2010,7,3,64145,Kansas City,459946,8.6,166.18,40874,167.0
348,2010-07-01,64147,0,0,5,0,0,0,5,2010,7,3,64147,Kansas City,459946,8.6,166.18,40874,167.0
349,2010-07-01,64151,22,9,71,4,11,3,106,2010,7,3,64151,Kansas City,459946,8.6,166.18,40874,167.0
350,2010-07-01,64152,9,7,28,0,4,4,44,2010,7,3,64152,Kansas City,459946,8.6,166.18,40874,167.0
351,2010-07-01,64153,9,3,39,0,4,4,51,2010,7,3,64153,Kansas City,459946,8.6,166.18,40874,167.0
352,2010-07-01,64154,12,10,45,0,6,1,67,2010,7,3,64154,Kansas City,459946,8.6,166.18,40874,167.0
353,2010-07-01,64155,10,7,45,1,5,5,63,2010,7,3,64155,Kansas City,459946,8.6,166.18,40874,167.0
354,2010-07-01,64156,1,2,11,0,0,1,14,2010,7,3,64156,Kansas City,459946,8.6,166.18,40874,167.0
355,2010-07-01,64157,3,3,32,0,2,2,38,2010,7,3,64157,Kansas City,459946,8.6,166.18,40874,167.0
356,2010-07-01,64158,3,2,15,0,1,0,20,2010,7,3,64158,Kansas City,459946,8.6,166.18,40874,167.0
357,2010-07-01,64161,1,1,10,0,0,1,12,2010,7,3,64161,Kansas City,459946,8.6,166.18,40874,167.0
358,2010-07-01,64164,0,0,1,0,0,0,1,2010,7,3,64164,Kansas City,459946,8.6,166.18,40874,167.0
359,2010-07-01,64030,0,0,2,0,0,0,2,2010,7,3,64030,Grandview,24464,8.6,166.18,40874,167.0
360,2010-07-01,64146,1,2,2,0,1,0,5,2010,7,3,64146,Kansas City,459946,8.6,166.18,40874,167.0
361,2010-07-01,64166,1,0,0,0,0,0,1,2010,7,3,64166,Kansas City,459946,8.6,166.18,40874,167.0
362,2010-07-01,64188,0,0,1,0,0,0,1,2010,7,3,64188,Kansas City,459946,8.6,166.18,40874,167.0
363,2010-07-01,64068,0,0,2,0,0,0,2,2010,7,3,64068,Liberty,29190,8.6,166.18,40874,167.0
364,2010-07-01,64199,0,0,1,0,0,0,1,2010,7,3,64199,Kansas City,459946,8.6,166.18,40874,167.0
365,2010-09-01,64055,0,0,1,0,0,0,1,2010,9,3,64055,Independence,116792,8.6,166.18,40874,160.0
366,2010-09-01,64101,1,1,7,0,1,1,9,2010,9,3,64101,Kansas City,459946,8.6,166.18,40874,160.0
367,2010-09-01,64102,0,1,3,1,0,0,5,2010,9,3,64102,Kansas City,459946,8.6,166.18,40874,160.0
368,2010-09-01,64105,15,16,49,5,1,1,85,2010,9,3,64105,Kansas City,459946,8.6,166.18,40874,160.0
369,2010-09-01,64106,59,100,136,13,16,35,308,2010,9,3,64106,Kansas City,459946,8.6,166.18,40874,160.0
370,2010-09-01,64108,41,19,125,9,5,14,194,2010,9,3,64108,Kansas City,459946,8.6,166.18,40874,160.0
371,2010-09-01,64109,69,53,136,28,15,29,286,2010,9,3,64109,Kansas City,459946,8.6,166.18,40874,160.0
372,2010-09-01,64110,41,27,215,38,16,17,321,2010,9,3,64110,Kansas City,459946,8.6,166.18,40874,160.0
373,2010-09-01,64111,50,41,234,40,10,21,365,2010,9,3,64111,Kansas City,459946,8.6,166.18,40874,160.0
374,2010-09-01,64112,8,8,50,0,1,1,66,2010,9,3,64112,Kansas City,459946,8.6,166.18,40874,160.0
375,2010-09-01,64113,6,2,35,2,0,7,45,2010,9,3,64113,Kansas City,459946,8.6,166.18,40874,160.0
376,2010-09-01,64114,18,9,141,9,7,2,177,2010,9,3,64114,Kansas City,459946,8.6,166.18,40874,160.0
377,2010-09-01,64116,8,10,58,1,2,7,77,2010,9,3,64116,Kansas City,459946,8.6,166.18,40874,160.0
378,2010-09-01,64117,27,12,62,8,13,25,109,2010,9,3,64117,Kansas City,459946,8.6,166.18,40874,160.0
379,2010-09-01,64118,25,10,80,5,12,5,120,2010,9,3,64118,Kansas City,459946,8.6,166.18,40874,160.0
380,2010-09-01,64119,19,9,56,0,9,6,84,2010,9,3,64119,Kansas City,459946,8.6,166.18,40874,160.0
381,2010-09-01,64120,6,1,35,0,2,0,42,2010,9,3,64120,Kansas City,459946,8.6,166.18,40874,160.0
382,2010-09-01,64121,0,0,1,0,0,0,1,2010,9,3,64121,Kansas City,459946,8.6,166.18,40874,160.0
383,2010-09-01,64123,28,15,112,2,15,9,157,2010,9,3,64123,Kansas City,459946,8.6,166.18,40874,160.0
384,2010-09-01,64124,28,19,122,7,12,24,176,2010,9,3,64124,Kansas City,459946,8.6,166.18,40874,160.0
385,2010-09-01,64125,6,4,17,2,1,0,29,2010,9,3,64125,Kansas City,459946,8.6,166.18,40874,160.0
386,2010-09-01,64126,19,9,51,5,6,12,84,2010,9,3,64126,Kansas City,459946,8.6,166.18,40874,160.0
387,2010-09-01,64127,70,71,228,32,20,70,401,2010,9,3,64127,Kansas City,459946,8.6,166.18,40874,160.0
388,2010-09-01,64128,51,33,108,11,26,24,203,2010,9,3,64128,Kansas City,459946,8.6,166.18,40874,160.0
389,2010-09-01,64129,18,19,81,3,11,8,121,2010,9,3,64129,Kansas City,459946,8.6,166.18,40874,160.0
390,2010-09-01,64130,108,62,227,54,62,55,451,2010,9,3,64130,Kansas City,459946,8.6,166.18,40874,160.0
391,2010-09-01,64131,50,9,154,11,20,8,224,2010,9,3,64131,Kansas City,459946,8.6,166.18,40874,160.0
392,2010-09-01,64132,38,19,112,27,18,17,196,2010,9,3,64132,Kansas City,459946,8.6,166.18,40874,160.0
393,2010-09-01,64133,26,13,159,7,16,11,205,2010,9,3,64133,Kansas City,459946,8.6,166.18,40874,160.0
394,2010-09-01,64134,68,26,203,14,34,13,311,2010,9,3,64134,Kansas City,459946,8.6,166.18,40874,160.0
395,2010-09-01,64136,1,1,6,0,0,0,8,2010,9,3,64136,Kansas City,459946,8.6,166.18,40874,160.0
396,2010-09-01,64137,15,6,54,10,5,1,85,2010,9,3,64137,Kansas City,459946,8.6,166.18,40874,160.0
397,2010-09-01,64138,15,9,73,10,7,2,107,2010,9,3,64138,Kansas City,459946,8.6,166.18,40874,160.0
398,2010-09-01,64139,1,0,6,0,0,0,7,2010,9,3,64139,Kansas City,459946,8.6,166.18,40874,160.0
399,2010-09-01,64141,0,0,1,0,0,0,1,2010,9,3,64141,Kansas City,459946,8.6,166.18,40874,160.0
400,2010-09-01,64145,4,1,21,0,1,2,26,2010,9,3,64145,Kansas City,459946,8.6,166.18,40874,160.0
401,2010-09-01,64147,1,1,3,3,1,0,8,2010,9,3,64147,Kansas City,459946,8.6,166.18,40874,160.0
402,2010-09-01,64151,7,16,109,2,7,3,134,2010,9,3,64151,Kansas City,459946,8.6,166.18,40874,160.0
403,2010-09-01,64152,16,8,27,1,8,3,52,2010,9,3,64152,Kansas City,459946,8.6,166.18,40874,160.0
404,2010-09-01,64153,2,6,37,0,1,1,45,2010,9,3,64153,Kansas City,459946,8.6,166.18,40874,160.0
405,2010-09-01,64154,6,8,27,1,2,0,42,2010,9,3,64154,Kansas City,459946,8.6,166.18,40874,160.0
406,2010-09-01,64155,20,16,75,0,10,3,111,2010,9,3,64155,Kansas City,459946,8.6,166.18,40874,160.0
407,2010-09-01,64156,5,1,22,1,4,1,29,2010,9,3,64156,Kansas City,459946,8.6,166.18,40874,160.0
408,2010-09-01,64157,10,3,34,0,8,1,47,2010,9,3,64157,Kansas City,459946,8.6,166.18,40874,160.0
409,2010-09-01,64158,2,2,14,0,0,0,18,2010,9,3,64158,Kansas City,459946,8.6,166.18,40874,160.0
410,2010-09-01,64161,1,2,19,0,2,0,22,2010,9,3,64161,Kansas City,459946,8.6,166.18,40874,160.0
411,2010-09-01,64164,0,0,2,0,0,0,2,2010,9,3,64164,Kansas City,459946,8.6,166.18,40874,160.0
412,2010-09-01,64146,0,1,0,0,0,0,1,2010,9,3,64146,Kansas City,459946,8.6,166.18,40874,160.0
413,2010-09-01,64149,1,0,0,0,1,0,1,2010,9,3,64149,Kansas City,459946,8.6,166.18,40874,160.0
414,2010-09-01,64150,0,1,0,0,0,0,1,2010,9,3,64150,Riverside,2934,8.6,166.18,40874,160.0
415,2010-09-01,64068,0,0,1,0,0,0,1,2010,9,3,64068,Liberty,29190,8.6,166.18,40874,160.0
416,2010-09-01,64056,0,0,1,0,0,0,1,2010,9,3,64056,Independence,116792,8.6,166.18,40874,160.0
417,2010-08-01,64101,1,3,9,6,0,0,19,2010,8,3,64101,Kansas City,459946,8.6,166.18,40874,287.0
418,2010-08-01,64102,1,0,1,0,0,0,2,2010,8,3,64102,Kansas City,459946,8.6,166.18,40874,287.0
419,2010-08-01,64105,12,31,62,2,3,6,107,2010,8,3,64105,Kansas City,459946,8.6,166.18,40874,287.0
420,2010-08-01,64106,63,112,135,16,21,32,326,2010,8,3,64106,Kansas City,459946,8.6,166.18,40874,287.0
421,2010-08-01,64108,31,23,85,6,7,6,145,2010,8,3,64108,Kansas City,459946,8.6,166.18,40874,287.0
422,2010-08-01,64109,69,65,142,23,22,41,299,2010,8,3,64109,Kansas City,459946,8.6,166.18,40874,287.0
423,2010-08-01,64110,42,29,168,17,13,17,256,2010,8,3,64110,Kansas City,459946,8.6,166.18,40874,287.0
424,2010-08-01,64111,46,41,203,22,16,20,312,2010,8,3,64111,Kansas City,459946,8.6,166.18,40874,287.0
425,2010-08-01,64112,11,10,47,3,0,0,71,2010,8,3,64112,Kansas City,459946,8.6,166.18,40874,287.0
426,2010-08-01,64113,2,2,28,0,0,0,32,2010,8,3,64113,Kansas City,459946,8.6,166.18,40874,287.0
427,2010-08-01,64114,21,16,116,3,6,8,156,2010,8,3,64114,Kansas City,459946,8.6,166.18,40874,287.0
428,2010-08-01,64116,4,6,56,2,1,3,68,2010,8,3,64116,Kansas City,459946,8.6,166.18,40874,287.0
429,2010-08-01,64117,17,12,113,5,7,9,147,2010,8,3,64117,Kansas City,459946,8.6,166.18,40874,287.0
430,2010-08-01,64118,35,22,134,1,14,10,192,2010,8,3,64118,Kansas City,459946,8.6,166.18,40874,287.0
431,2010-08-01,64119,19,8,102,5,10,11,134,2010,8,3,64119,Kansas City,459946,8.6,166.18,40874,287.0
432,2010-08-01,64120,2,5,29,0,1,0,36,2010,8,3,64120,Kansas City,459946,8.6,166.18,40874,287.0
433,2010-08-01,64121,1,0,1,0,1,0,2,2010,8,3,64121,Kansas City,459946,8.6,166.18,40874,287.0
434,2010-08-01,64123,39,14,134,39,8,18,226,2010,8,3,64123,Kansas City,459946,8.6,166.18,40874,287.0
435,2010-08-01,64124,48,15,92,39,7,13,194,2010,8,3,64124,Kansas City,459946,8.6,166.18,40874,287.0
436,2010-08-01,64125,7,3,20,0,3,0,30,2010,8,3,64125,Kansas City,459946,8.6,166.18,40874,287.0
437,2010-08-01,64126,25,5,55,12,4,3,97,2010,8,3,64126,Kansas City,459946,8.6,166.18,40874,287.0
438,2010-08-01,64127,110,79,222,49,38,53,460,2010,8,3,64127,Kansas City,459946,8.6,166.18,40874,287.0
439,2010-08-01,64128,51,45,87,19,22,29,202,2010,8,3,64128,Kansas City,459946,8.6,166.18,40874,287.0
440,2010-08-01,64129,15,6,84,0,9,0,105,2010,8,3,64129,Kansas City,459946,8.6,166.18,40874,287.0
441,2010-08-01,64130,90,52,231,27,46,48,400,2010,8,3,64130,Kansas City,459946,8.6,166.18,40874,287.0
442,2010-08-01,64131,53,21,149,17,30,17,240,2010,8,3,64131,Kansas City,459946,8.6,166.18,40874,287.0
443,2010-08-01,64132,48,24,108,21,17,11,201,2010,8,3,64132,Kansas City,459946,8.6,166.18,40874,287.0
444,2010-08-01,64133,23,15,163,12,8,18,213,2010,8,3,64133,Kansas City,459946,8.6,166.18,40874,287.0
445,2010-08-01,64134,55,34,172,25,29,12,286,2010,8,3,64134,Kansas City,459946,8.6,166.18,40874,287.0
446,2010-08-01,64136,3,2,12,0,1,0,17,2010,8,3,64136,Kansas City,459946,8.6,166.18,40874,287.0
447,2010-08-01,64137,15,15,33,5,4,2,68,2010,8,3,64137,Kansas City,459946,8.6,166.18,40874,287.0
448,2010-08-01,64138,22,6,66,8,9,5,102,2010,8,3,64138,Kansas City,459946,8.6,166.18,40874,287.0
449,2010-08-01,64139,0,1,10,0,0,0,11,2010,8,3,64139,Kansas City,459946,8.6,166.18,40874,287.0
450,2010-08-01,64141,0,1,0,0,0,0,1,2010,8,3,64141,Kansas City,459946,8.6,166.18,40874,287.0
451,2010-08-01,64145,3,0,19,2,0,1,24,2010,8,3,64145,Kansas City,459946,8.6,166.18,40874,287.0
452,2010-08-01,64147,0,2,0,0,0,0,2,2010,8,3,64147,Kansas City,459946,8.6,166.18,40874,287.0
453,2010-08-01,64151,18,12,80,4,15,4,114,2010,8,3,64151,Kansas City,459946,8.6,166.18,40874,287.0
454,2010-08-01,64152,8,1,56,0,3,2,65,2010,8,3,64152,Kansas City,459946,8.6,166.18,40874,287.0
455,2010-08-01,64153,6,2,49,1,2,1,58,2010,8,3,64153,Kansas City,459946,8.6,166.18,40874,287.0
456,2010-08-01,64154,9,10,47,0,2,1,66,2010,8,3,64154,Kansas City,459946,8.6,166.18,40874,287.0
457,2010-08-01,64155,12,8,78,2,8,8,100,2010,8,3,64155,Kansas City,459946,8.6,166.18,40874,287.0
458,2010-08-01,64156,4,0,10,0,0,0,14,2010,8,3,64156,Kansas City,459946,8.6,166.18,40874,287.0
459,2010-08-01,64157,4,4,35,0,3,1,43,2010,8,3,64157,Kansas City,459946,8.6,166.18,40874,287.0
460,2010-08-01,64158,2,2,25,0,1,5,29,2010,8,3,64158,Kansas City,459946,8.6,166.18,40874,287.0
461,2010-08-01,64161,0,3,16,0,0,0,19,2010,8,3,64161,Kansas City,459946,8.6,166.18,40874,287.0
462,2010-08-01,64164,0,0,1,0,0,0,1,2010,8,3,64164,Kansas City,459946,8.6,166.18,40874,287.0
463,2010-08-01,64030,1,1,0,0,0,0,2,2010,8,3,64030,Grandview,24464,8.6,166.18,40874,287.0
464,2010-08-01,64146,0,2,3,0,0,0,5,2010,8,3,64146,Kansas City,459946,8.6,166.18,40874,287.0
465,2010-08-01,64166,0,0,1,0,0,0,1,2010,8,3,64166,Kansas City,459946,8.6,166.18,40874,287.0
466,2010-08-01,64015,0,0,0,0,0,0,0,2010,8,3,64015,Blue Springs,52618,8.6,166.18,40874,287.0
467,2010-08-01,64053,0,0,1,0,0,0,1,2010,8,3,64053,Independence,116792,8.6,166.18,40874,287.0
468,2010-08-01,64150,0,1,0,0,0,0,1,2010,8,3,64150,Riverside,2934,8.6,166.18,40874,287.0
469,2010-08-01,64163,0,0,1,0,0,0,1,2010,8,3,64163,Kansas City,459946,8.6,166.18,40874,287.0
